Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
50	115.0	22.0	['Cxcl14', 'Pcp4']	[0.9908749195833872, 0.9897915487017676]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0060574343357777, 0.0027626237154390406, 0.0014386307970446488, 0.0012262014494218768, 0.0042828704100440875, 0.004038699493935027, 0.005183583179915523, 0.008122941968116752, 0.010638268329719184, 0.006253698244995946, 0.9472174468515723]
51	125.0	1607.0	['Aldoc', 'Cryab', 'Enpp2', 'Npy', 'Plp1']	[1.9867391952161273, 2.991966631700341, 1.9950901795966396, 0.9092378177837525, 14.95223830351942]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.009639053353219039, 0.4111113995756086, 0.026566927331640365, 0.04881953005296176, 0.3019613737448256, 0.2019017159184883]
52	125.0	1259.0	['Enpp2', 'Pde1a', 'Plp1', 'Sulf2']	[2.959998539441565, 0.005700409234357489, 12.719825254696374, 0.5612281459959705]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.04433849887896099, 0.3169345945249703, 0.023677614724949256, 0.05200454531314057, 0.3200992923798531, 0.24294540031726963]
53	133.0	195.0	['Cryab', 'Enpp2', 'Npy', 'Plp1', 'Rasgrf2', 'Sst', 'Vip']	[3.9291063356467415, 1.8407294452514538, 0.06009279798016467, 13.940664243376919, 0.0037909148883528664, 0.018240751120093407, 0.9932954030516674]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.001684043924325598, 0.14869821843388553, 0.040160794625047756, 0.10590522095536732, 0.5195714185730573, 0.1839803034823483]
54	124.0	87.0	['Enpp2', 'Npy', 'Plp1', 'Wfs1']	[0.003209345150947529, 0.0016424589628247746, 0.001408136144276296, 0.9937424725758921]	['Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.001318779630543826, 0.00445250457174514, 0.005413921743294311, 0.007457450350019973, 0.008542294595229519, 0.006233705600794595, 0.9629536579023072]
55	127.0	1174.0	['3110035E14Rik', 'Grin3a', 'Id2', 'Plp1', 'Slc6a1', 'Sst', 'Sulf2', 'Tac1']	[1.0335706748838267, 0.06511906331169018, 0.9883216861972934, 0.04495358559044133, 0.9946979783600849, 0.012523677510661899, 0.9880392895645633, 1.8780805991012592]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Sst.Erbb4.Th', 'Vsmc', 'Zero']	[0.0034513824909151716, 0.004960733603740894, 0.0021718064198747123, 0.0024006927850481062, 0.0035040333835475623, 0.008224797571906297, 0.004984988798137722, 0.021447511524864602, 0.013005497166042875, 0.0021347066965726313, 0.0017024124081860042, 0.007817463231982284, 0.9225846780084235]
56	131.0	1527.0	['Cryab', 'Enc1', 'Enpp2', 'Npy', 'Plp1', 'Sst']	[5.288312831000499, 0.38518274761113885, 3.626082438695381, 1.327704985835969, 13.24468685547272, 0.9887129508577387]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.24661640062846382, 0.14941791767240928, 0.1861154996680849, 0.3751179669203296, 0.04268733804359385]
57	133.0	1296.0	['Aldoc', 'Cryab', 'Enpp2', 'Npy', 'Pde1a', 'Plp1', 'Pvrl3']	[0.18986178139335874, 0.9953711259955668, 1.020716280035296, 0.9805091197430551, 0.43289837090106004, 6.850345339456104, 0.9813165920671207]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.4471209302635315, 0.052985328340764096, 0.004428416686583316, 0.016615571663275087, 0.17216228492237187, 0.306406226814504]
58	126.0	171.0	['Cryab', 'Enpp2', 'Npy', 'Plp1', 'Sst']	[1.9946828371342928, 2.903081882410895, 2.1082729155119844, 19.928096848014434, 1.9601459494483655]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.3532113570017237, 0.1603182802173278, 0.17248421605863531, 0.26302790873444154, 0.050943251645673183]
59	147.0	1663.0	['Aldoc', 'Cryab', 'Id2', 'Pcp4', 'Plp1', 'Satb1', 'Sst']	[0.0038029978689092295, 0.9946392576340775, 0.9740964893259321, 0.9884985342963865, 13.997037551780554, 0.9539809317393907, 4.885938723235284]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.5352221216470975, 0.03337038408503161, 0.00439421315158615, 0.016957979377415753, 0.1525094796714256, 0.25754570205163496]
60	147.0	505.0	['Aldoc', 'Id2', 'Neurod6', 'Plp1', 'Prkca', 'Satb1', 'Wfs1', 'Zcchc12']	[2.7054894944791443, 3.957556706427852, 0.002885242891893359, 1.9828432440807817, 0.9937818467762715, 0.9895793139637358, 0.9920694280468122, 0.9890307400808341]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5']	[0.05186198873790385, 0.1543502142777088, 0.29286086556335084, 0.3496727031147571, 0.14979445769691413]
61	133.0	352.0	['Enpp2', 'Npy', 'Pcp4', 'Plp1', 'Prkca', 'Sst', 'Tac1']	[0.001735104786720138, 0.8588177881196407, 0.9885129090308415, 6.976626683149177, 0.0028152651021166836, 1.297447214716778, 0.9664189324950759]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.6182875498605844, 0.02269735237408997, 0.0023094722209809123, 0.008381979553084928, 0.09520336161523701, 0.25261646602411303]
62	137.0	662.0	['Cadps2', 'Cryab', 'Enpp2', 'Id2', 'Npy', 'Pcp4', 'Plp1', 'Satb1']	[1.9826499072516337, 3.992707574912244, 0.9975658923086316, 0.9854391669502761, 0.5610723782308755, 1.9885634104228596, 7.98042008014172, 0.9943728055187664]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.01228985262540453, 0.07743593015955509, 0.05285201121435013, 0.0852786948711215, 0.46305105350452497, 0.3090919261602851]
63	140.0	893.0	['Cnr1', 'Cryab', 'Enpp2', 'Id2', 'Pcp4', 'Plp1']	[0.00387576371840064, 3.0068064963592764, 0.9965778252094777, 0.08519534966140428, 0.11515076543971149, 20.15332841653159]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0015839467282298674, 0.12970646519726525, 0.028134976384843906, 0.08870567982365708, 0.49499659357780074, 0.25687233828819267]
64	142.0	1328.0	['Aldoc', 'Cryab', 'Enpp2', 'Npy', 'Nrsn1', 'Pde1a', 'Plp1', 'Reln', 'Sst']	[0.6077493536511815, 2.9622508730964046, 0.0019345788941172455, 2.1167531117692975, 0.049490514868233755, 0.9935009260695782, 11.480901122449106, 0.007939347157685838, 0.030766445347471597]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.07813555571062335, 0.06587987263426327, 0.007159621289895532, 0.02829833183199444, 0.27185186209726553, 0.5486747419913556]
65	139.0	322.0	['Cryab', 'Id2', 'Npy', 'Plp1']	[0.9914124048479794, 0.002375532849536465, 0.9943679657766942, 0.014814638795506372]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.002398073279448387, 0.0022102979801964973, 0.0013879388189791467, 0.0011784027113255723, 0.003262311120070677, 0.009432396160279195, 0.006269671468021152, 0.001851802488258026, 0.009524184074729053, 0.009573636639678355, 0.01336000346215439, 0.9365607313895782]
66	153.0	864.0	['6330403K07Rik', 'Cryab', 'Enpp2', 'Plp1']	[0.0024216168719500305, 1.9886370251199001, 0.9977542908613464, 9.87466980427802]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0917477125045741, 0.0912607912186858, 0.012387253413477581, 0.045468534319748156, 0.3875076774125361, 0.3716273950479418]
67	156.0	1412.0	['Cryab', 'Enpp2', 'Plp1', 'Sulf2']	[0.20791941588543916, 4.014517580281844, 5.095218441820246, 0.9954576083618738]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.06468477354250991, 0.43274652522382495, 0.03137336998793158, 0.0501927028086776, 0.24993660132450993, 0.17059799933590225]
68	161.0	235.0	['Arpp21', 'Cnr1', 'Cryab', 'Enpp2', 'Kctd12', 'Plcxd2', 'Plp1', 'Rasgrf2', 'Reln']	[0.0017046175418536263, 0.003537671250372163, 2.6373934336566887, 4.9738224937472015, 0.9849238187172226, 0.0027228531069749522, 13.290630869432386, 1.3291294183474456, 0.11560832343917789]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.41008547855184624, 0.11603275939037233, 0.12238994972845103, 0.3197042741867937, 0.031613809012630396]
69	155.0	1138.0	['Cryab', 'Enpp2', 'Plp1']	[3.9976916030264955, 1.9954551278207522, 4.004715862685568]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.013189092692612708, 0.1363548625767853, 0.04519343597896337, 0.10395152382471877, 0.505567226875235, 0.19570519100924064]
70	160.0	1050.0	['Aldoc', 'Cplx2', 'Cryab', 'Npy', 'Pcp4', 'Plp1', 'Slc6a1', 'Sst']	[0.9940257753560598, 0.03410243716206195, 1.997073336574611, 0.014918271723346066, 2.9777489166053117, 8.995758920415598, 0.9941970986294532, 1.986092157231031]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.3542261847838471, 0.061299909378579806, 0.00617425935237806, 0.021104315913553783, 0.2441623210896185, 0.31296936784355467]
71	160.0	1477.0	['3110035E14Rik', 'Cryab', 'Npy', 'Satb1']	[0.9941582313722599, 0.9425195071269508, 0.00879042314365627, 0.004642848559586566]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0013496869567300811, 0.0012158956192583352, 0.0019375506792819021, 0.006784447211172168, 0.00500117211725181, 0.007306174887184911, 0.008461020291446165, 0.011869553738516083, 0.9531027746682201]
72	160.0	60.0	['Cryab', 'Enpp2', 'Npy', 'Pcp4', 'Plp1', 'Satb1', 'Sst']	[1.9939923193747993, 3.122064315779409, 1.0198090199716128, 0.0018995487160658462, 17.3073493576363, 0.542437573240944, 0.11961344577920875]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0012315953604445996, 0.30496802131609524, 0.06690127297510975, 0.10332103960577202, 0.391900055222925, 0.1316780155193418]
73	161.0	1231.0	['Enpp2', 'Plp1', 'Reln', 'Sst']	[3.9966297880500647, 14.555434157332671, 0.018881472139598288, 1.01209140111228]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.009921273445124845, 0.41493409370299456, 0.049519293895293325, 0.07951201414232469, 0.3479306973136561, 0.09818262690276688]
74	168.0	262.0	['Arpp21', 'Cryab', 'Enpp2', 'Kctd12', 'Npy', 'Nrn1', 'Plcxd2', 'Plp1', 'Reln']	[0.9923042631330894, 0.21380232147768743, 0.011117424619090743, 0.004715969791804354, 0.7440091417777209, 0.787000185783135, 0.9882207621011564, 0.26139165301773, 0.12608082802040008]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0014869958029371535, 0.0013464271665873555, 0.0019574114081474868, 0.006029341935552351, 0.009021664059268734, 0.009717777321264238, 0.010353468069811946, 0.00961841008275425, 0.9464678457276007]
75	177.0	478.0	['Neurod6', 'Plp1']	[0.9778582256942199, 1.6183858944881957]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0020808104203804117, 0.0012398961728108439, 0.005200155995285633, 0.012275814733573599, 0.05081451974775151, 0.022349301207022946, 0.0240867380544401, 0.023275804109348427, 0.019208087326110766, 0.8360362088101635]
76	174.0	1277.0	['Enpp2', 'Id2', 'Plp1', 'Reln', 'Thsd7a']	[0.9939010447138191, 0.4197315067640557, 5.0029142220131915, 1.987132130303519, 0.995005604676663]	['Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'Vsmc', 'Zero']	[0.00147599998174067, 0.0017345760408671409, 0.02202516535565201, 0.7608572384748464, 0.0019576213646972035, 0.019202226296229558, 0.00114549803228934, 0.004213879097562523, 0.06184663359357731, 0.1210229702851404, 0.0010652141815430073, 0.0020802946309695014]
77	166.0	701.0	['Cplx2', 'Lhx6', 'Npy', 'Sst', 'Tac1']	[0.0014553527041046548, 0.0015229552782025568, 0.037056766338461916, 0.003471500870096843, 0.9588468105028713]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Vsmc', 'Zero']	[0.002287322919254047, 0.0021410157801873986, 0.0010453980426689356, 0.001070786809264813, 0.0028052674158536685, 0.006243803213804456, 0.0077492562231850325, 0.0011681390432183515, 0.009071503109859757, 0.010083330531641947, 0.0010702272652908134, 0.008533813064149066, 0.9408016585892833]
78	170.0	712.0	['Cplx2', 'Npy', 'Satb1', 'Tac1']	[0.004933779244847551, 0.7838733767363448, 0.007618683062170125, 0.035964304687647164]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0023430825024071495, 0.0022147858353241522, 0.001113931733216982, 0.001080674390440023, 0.00284572755628956, 0.0010149699354706375, 0.006458363032487629, 0.007712281251592935, 0.0012243247860077979, 0.009484195832220238, 0.010160060234330628, 0.00886608659524135, 0.940269972522411]
79	172.0	1518.0	['Cryab', 'Enpp2', 'Npy', 'Plp1', 'Reln', 'Satb1']	[0.03913470802773013, 0.4004593464312663, 0.2776695561405527, 0.10381979830653412, 0.5912078240197695, 0.020682729297040642]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.002190912487189891, 0.001983273626657584, 0.0010680029571788674, 0.002806935132472434, 0.0070148521250747164, 0.008237064430438725, 0.0014719303665291122, 0.009363155638772184, 0.010346510206648998, 0.009308281819921705, 0.9404203839842296]
80	186.0	1766.0	['Aldoc', 'Enpp2', 'Plp1', 'Reln', 'Rgs12', 'Rgs4', 'Slc6a1']	[0.8402827839876854, 2.9934899257467658, 14.986812095462378, 0.9809058726479164, 0.9936906987330224, 0.9929530531566352, 1.9907545744083521]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.10343013512377446, 0.37324827361514007, 0.019858699810979687, 0.041497040605651646, 0.25669326964188766, 0.20527257984126596]
81	188.0	1495.0	['3110035E14Rik', 'Calb2', 'Cryab', 'Enpp2', 'Npy', 'Plp1', 'Satb1']	[0.004501371720059864, 0.9921280438141562, 3.045740775501416, 1.9960106301538771, 0.9792459488187449, 6.9926294336305554, 0.957529110806967]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.02348115509650675, 0.15541504552566285, 0.04109198909548192, 0.08022234202621142, 0.41970902150298345, 0.28007927377883374]
82	185.0	101.0	['6330403K07Rik', 'Cryab', 'Enpp2', 'Pcp4', 'Plp1', 'Sst', 'Thsd7a']	[1.2440451466986713, 1.9958322862383233, 2.7577499950868365, 0.6609596195323859, 17.155402874491948, 1.3758592155581872, 0.994273662474107]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0019437789749267866, 0.2795475698108338, 0.05804803710094695, 0.11011787590798328, 0.43887804311349143, 0.11146469509115071]
83	178.0	535.0	['Aldoc', 'Cryab', 'Enpp2', 'Npy', 'Plp1']	[0.0014336026237050012, 2.9903137070789887, 0.966524871258691, 0.9033231727677407, 6.966584961782083]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.019194043328639256, 0.10991546349460009, 0.035995432152074694, 0.0886794446195894, 0.4273094441279151, 0.3189053689063815]
84	179.0	999.0	['Aldoc', 'Cryab', 'Nrn1']	[0.9823472013710417, 0.303701590538356, 0.08038965370885028]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.009858514130485472, 0.011013027732217502, 0.003917723713583808, 0.005059924609447022, 0.013697891441339734, 0.004726286351051304, 0.0054333854470401625, 0.0011749625361306638, 0.007409557129497266, 0.008690103729851729, 0.007884755451512274, 0.9195445530491864]
85	190.0	1237.0	['Cryab', 'Enpp2', 'Npy', 'Plp1', 'Reln']	[0.9976187020769658, 0.9960954280095513, 0.9881734120963832, 10.880343714810948, 1.9530554473183626]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.17144559782991622, 0.09949142847886086, 0.008062435590893922, 0.028710628294969513, 0.2880021756765937, 0.40428683204382243]
86	188.0	750.0	['Enc1', 'Gad1', 'Npy', 'Plp1', 'Pvalb', 'Satb1', 'Slc6a1', 'Sst']	[0.9886208242489068, 0.18543786331346593, 0.2975033536176162, 0.6812990870421581, 0.010067868339353957, 0.00288394409794953, 0.006636619508089326, 0.0034048586655190077]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0010371557472943676, 0.0018585832700429197, 0.00955716143720919, 0.013510934429392708, 0.0025953234742630976, 0.013028683247508843, 0.01415802128153688, 0.013500776606200799, 0.9278954888732919]
87	189.0	390.0	['Cplx2', 'Cryab', 'Plp1']	[0.015229246745058576, 1.9973977163236396, 5.591051907846059]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.44298033366957495, 0.025683751670073366, 0.002908611651681401, 0.014794373750780843, 0.1807060336901682, 0.331714027654556]
88	183.0	520.0	['Cryab', 'Enpp2', 'Npy', 'Nrsn1', 'Plp1']	[0.0037206225433643776, 0.004479512750814967, 0.009748935553979834, 0.002739549716259809, 0.015010988809704962]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0018603745320898003, 0.001744111075384717, 0.0023568213638510967, 0.005681888868939481, 0.007395685642480503, 0.008593095031757791, 0.00986143127268099, 0.008165371043922955, 0.9481823628735435]
89	185.0	1431.0	['Cryab', 'Plp1']	[2.7408656750216993, 6.642969597022905]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.13559296950109798, 0.048141223478524106, 0.008670774181641415, 0.03740069804897684, 0.3291087274414795, 0.44105911487873667]
90	197.0	1809.0	['3110035E14Rik', 'Aldoc', 'Enpp2', 'Neurod6', 'Npy', 'Pcp4', 'Pde1a', 'Plp1', 'Pvalb', 'Reln']	[0.8586682678358276, 0.8507359243473419, 0.9959828078916062, 0.8641508371068642, 0.9939464519302609, 0.8990840191960963, 0.9932597655849171, 5.00679063236383, 1.9448110592927421, 0.9927298885553193]	['Astro.1', 'Astro.5', 'Eryth.1', 'Eryth.2', 'Oligo.1', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.001208717912685954, 0.0047428736342180694, 0.0060620662587592316, 0.721234950502846, 0.024547195248955427, 0.0013442660169818042, 0.022725051688805988, 0.21411040544074933]
91	193.0	164.0	['3110035E14Rik', 'Cryab', 'Enpp2', 'Id2', 'Pcp4', 'Plp1', 'Slc6a1']	[0.0012643969431818695, 1.0672483922331613, 2.60146489921924, 0.9943831386899878, 0.004968012231674394, 7.322859508744706, 0.9931863324380121]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.08859006186362674, 0.17296486985635023, 0.02660527780937656, 0.05389174591176342, 0.3673875281488796, 0.29053779689643777]
92	185.0	1535.0	['Cadps2', 'Enpp2', 'Plp1', 'Reln']	[0.032858762428774106, 0.8179550736310087, 15.464776393670435, 0.30056653724843035]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.016712362588085145, 0.16695812568890045, 0.01919085750532743, 0.055775432496688086, 0.3480376956605004, 0.39332552599143084]
93	197.0	1547.0	['Cadps2', 'Enpp2', 'Plp1', 'Reln']	[0.961278099281202, 0.0034833191076126717, 0.333257957748737, 0.0018734064940197025]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0013170422360233402, 0.0011637720904939877, 0.0019615169243935512, 0.00562670832658944, 0.009427745588620721, 0.0010893871295184464, 0.009472605073889704, 0.010967594194103281, 0.008878049438616274, 0.9469964407717131]
94	204.0	123.0	['Cryab', 'Enpp2', 'Pcp4', 'Plp1', 'Pthlh']	[0.002444569564946794, 0.6595232820513591, 0.0042217711485272305, 0.4930988873182531, 0.00771701996485593]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0012145129320899777, 0.0019897424020821723, 0.006475370082695831, 0.010981850964489325, 0.0016079153885145212, 0.010199007280350988, 0.011671736212014932, 0.009947542154325032, 0.9433422676111541]
95	218.0	144.0	['Calb2', 'Cryab', 'Enpp2', 'Pcp4', 'Plcxd2', 'Plp1', 'Pthlh']	[0.0012741258917589235, 1.9970551587786642, 2.3371877897108693, 1.979451674990207, 0.003997392481717227, 9.817167495186805, 0.9825353663776419]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.015230304129072194, 0.1760591859679509, 0.04500305177972693, 0.07961225511570566, 0.5058829560910925, 0.17821217564465813]
96	219.0	248.0	['Cnr1', 'Cxcl14', 'Plp1', 'Reln']	[0.24854936115863752, 0.9934143427230256, 0.1792164048666821, 0.014710924936594738]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0018030396235455162, 0.002377231101765438, 0.0020374917828790817, 0.003614479495941009, 0.0066501160726351915, 0.007457141723085426, 0.009192128099710067, 0.006770086291551992, 0.9569240575684455]
97	218.0	1690.0	['Cdh13', 'Cryab', 'Npy', 'Plp1', 'Satb1']	[0.986735175626672, 1.9957830031551889, 0.9909556786547737, 9.996365180985132, 0.9920639975843153]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.1969085736095844, 0.04316986588826166, 0.005583273363976577, 0.020589546783453098, 0.2039873786508561, 0.5297597166818165]
98	212.0	720.0	['Cplx2', 'Cxcl14', 'Gad1', 'Lhx6', 'Nrsn1', 'Satb1', 'Slc6a1']	[1.7573358029270918, 0.09882036502242376, 0.6590279072643441, 0.004747899997058139, 1.1237447652729016, 0.882379280267311, 0.9964261307143044]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Pvalb.C1ql1.Cpne5', 'Pvalb.Tac1.Nr4a2', 'Pvalb.Tac1.Syt2', 'Sst.Erbb4.Crh', 'Sst.Erbb4.Th', 'Sst.Pnoc.Calb1.Igfbp5', 'Sst.Pnoc.Pvalb', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.008404687566638203, 0.0025164687413109788, 0.0031567065896981957, 0.0022390566851381802, 0.003853822471786442, 0.024925436922479886, 0.02529766926847446, 0.06972100571942966, 0.0062741015069382195, 0.04071236304770882, 0.034763205720427466, 0.021432458739988055, 0.004042641524356102, 0.00569680466338665, 0.00578954495623724, 0.007043847897336259, 0.004538504120920167, 0.0021717176034961178, 0.03291030720888887, 0.0015453211403535806, 0.005987866160926359, 0.0071042614250064725, 0.0014475380319385178, 0.002999183535679975, 0.020732193348455455, 0.007541721821656519, 0.6422600989563446]
99	216.0	1846.0	['Neurod6', 'Pcp4', 'Pvalb']	[0.037477899559257455, 0.01968891062152697, 1.0633641183952638]	['Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0033240711313147382, 0.005182629468307135, 0.006555721832679467, 0.008460688802563876, 0.005995834290367132, 0.966973390082675]
100	217.0	95.0	['Pde1a', 'Plp1']	[0.9906235462843233, 6.009563693024773]	['Eryth.1', 'Eryth.2', 'Oligo.1', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.00686124507873923, 0.8418913468965109, 0.0059372661831254454, 0.0020818404392762744, 0.034308017015066083, 0.10734920497638177]
101	220.0	1633.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Cryab', 'Enpp2', 'Id2', 'Npy', 'Plp1', 'Satb1']	[0.3513346410971093, 0.009806655305466634, 0.0013530189687380688, 1.9976841556536, 1.9814463654204952, 0.006746403742683984, 0.006746057564709162, 4.9983431344359674, 0.0076680059999479685]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0989818408376976, 0.13581884847046968, 0.018588772242386732, 0.046494232233478615, 0.3362048543205014, 0.3636345635597728]
